"productkey","orderdatekey","duedatekey","shipdatekey","customerkey","totalproductcost","salesamount"
310,"20200409",20200421,20200416,17736,2171,"3578.27"
310,"20200410",20200422,20200417,13767,2171,"3578.27"
310,"20200410",20200422,20200417,14157,2171,"3578.27"
310,"20200410",20200422,20200417,14183,2171,"3578.27"
349,"20200410",20200422,20200417,29399,1898,"3374.99"
310,"20200410",20200422,20200417,28234,2171,"3578.27"
349,"20200410",20200422,20200417,25903,1898,"3374.99"
351,"20200410",20200422,20200417,11080,1898,"3374.99"
310,"20200410",20200422,20200417,17915,2171,"3578.27"
313,"20200411",20200423,20200418,14191,2171,"3578.27"
347,"20200411",20200423,20200418,11341,1912,"3399.99"
310,"20200411",20200423,20200418,28268,2171,"3578.27"
311,"20200411",20200423,20200418,28296,2171,"3578.27"
314,"20200411",20200423,20200418,28298,2171,"3578.27"
312,"20200411",20200423,20200418,28587,2171,"3578.27"
351,"20200411",20200423,20200418,11096,1898,"3374.99"
310,"20200411",20200423,20200418,17924,2171,"3578.27"
313,"20200411",20200423,20200418,17925,2171,"3578.27"
314,"20200411",20200423,20200418,17353,2171,"3578.27"
313,"20200411",20200423,20200418,17730,2171,"3578.27"
314,"20200411",20200423,20200418,17910,2171,"3578.27"
345,"20200412",20200424,20200419,29398,1912,"3399.99"
313,"20200412",20200424,20200419,28246,2171,"3578.27"
314,"20200412",20200424,20200419,28339,2171,"3578.27"
345,"20200412",20200424,20200419,25901,1912,"3399.99"
330,"20200412",20200424,20200419,14596,413,"699.10"
312,"20200412",20200424,20200419,17733,2171,"3578.27"
311,"20200413",20200425,20200420,28240,2171,"3578.27"
312,"20200413",20200425,20200420,28588,2171,"3578.27"
312,"20200413",20200425,20200420,17515,2171,"3578.27"
314,"20200414",20200426,20200421,13666,2171,"3578.27"
350,"20200414",20200426,20200421,19844,1898,"3374.99"
314,"20200415",20200427,20200422,28221,2171,"3578.27"
310,"20200415",20200427,20200422,28224,2171,"3578.27"
313,"20200415",20200427,20200422,28299,2171,"3578.27"
351,"20200415",20200427,20200422,11077,1898,"3374.99"
351,"20200415",20200427,20200422,11103,1898,"3374.99"
320,"20200415",20200427,20200422,25563,413,"699.10"
310,"20200416",20200428,20200423,28223,2171,"3578.27"
312,"20200416",20200428,20200423,28584,2171,"3578.27"
349,"20200416",20200428,20200423,11100,1898,"3374.99"
310,"20200417",20200429,20200424,13606,2171,"3578.27"
311,"20200417",20200429,20200424,28340,2171,"3578.27"
312,"20200417",20200429,20200424,28355,2171,"3578.27"
345,"20200417",20200429,20200424,11069,1912,"3399.99"
311,"20200417",20200429,20200424,17917,2171,"3578.27"
311,"20200417",20200429,20200424,17919,2171,"3578.27"
310,"20200417",20200429,20200424,17352,2171,"3578.27"
311,"20200417",20200429,20200424,17512,2171,"3578.27"
313,"20200418",20200430,20200425,13607,2171,"3578.27"
326,"20200418",20200430,20200425,19353,413,"699.10"
313,"20200418",20200430,20200425,28586,2171,"3578.27"
312,"20200418",20200430,20200425,17916,2171,"3578.27"
311,"20200418",20200430,20200425,17504,2171,"3578.27"
314,"20200419",20200501,20200426,13770,2171,"3578.27"
314,"20200419",20200501,20200426,14146,2171,"3578.27"
313,"20200419",20200501,20200426,28362,2171,"3578.27"
314,"20200419",20200501,20200426,28583,2171,"3578.27"
313,"20200419",20200501,20200426,17927,2171,"3578.27"
312,"20200419",20200501,20200426,17725,2171,"3578.27"
314,"20200420",20200502,20200427,14165,2171,"3578.27"
312,"20200420",20200502,20200427,28270,2171,"3578.27"
310,"20200420",20200502,20200427,28580,2171,"3578.27"
312,"20200421",20200503,20200428,28573,2171,"3578.27"
322,"20200421",20200503,20200428,26630,413,"699.10"
344,"20200421",20200503,20200428,11076,1912,"3399.99"
312,"20200421",20200503,20200428,17909,2171,"3578.27"
310,"20200422",20200504,20200429,14195,2171,"3578.27"
312,"20200422",20200504,20200429,12261,2171,"3578.27"
312,"20200422",20200504,20200429,22118,2171,"3578.27"
334,"20200422",20200504,20200429,14599,413,"699.10"
310,"20200422",20200504,20200429,17370,2171,"3578.27"
311,"20200424",20200506,20200501,13697,2171,"3578.27"
314,"20200425",20200507,20200502,17478,2171,"3578.27"
313,"20200425",20200507,20200502,17914,2171,"3578.27"
312,"20200426",20200508,20200503,12265,2171,"3578.27"
311,"20200426",20200508,20200503,28264,2171,"3578.27"
312,"20200426",20200508,20200503,28293,2171,"3578.27"
310,"20200426",20200508,20200503,28294,2171,"3578.27"
313,"20200426",20200508,20200503,28295,2171,"3578.27"
332,"20200426",20200508,20200503,20164,413,"699.10"
310,"20200426",20200508,20200503,17923,2171,"3578.27"
310,"20200426",20200508,20200503,17926,2171,"3578.27"
312,"20200426",20200508,20200503,17513,2171,"3578.27"
320,"20200426",20200508,20200503,25560,413,"699.10"
311,"20200427",20200509,20200504,28196,2171,"3578.27"
314,"20200427",20200509,20200504,28247,2171,"3578.27"
314,"20200427",20200509,20200504,28288,2171,"3578.27"
334,"20200427",20200509,20200504,20150,413,"699.10"
313,"20200427",20200509,20200504,17918,2171,"3578.27"
311,"20200428",20200510,20200505,14155,2171,"3578.27"
332,"20200428",20200510,20200505,19340,413,"699.10"
314,"20200428",20200510,20200505,22120,2171,"3578.27"
320,"20200428",20200510,20200505,14613,413,"699.10"
334,"20200428",20200510,20200505,26640,413,"699.10"
346,"20200428",20200510,20200505,11070,1912,"3399.99"
351,"20200428",20200510,20200505,11075,1898,"3374.99"
314,"20200428",20200510,20200505,17734,2171,"3578.27"
313,"20200428",20200510,20200505,17735,2171,"3578.27"
322,"20200428",20200510,20200505,25561,413,"699.10"
312,"20200429",20200511,20200506,13685,2171,"3578.27"
312,"20200429",20200511,20200506,28255,2171,"3578.27"
330,"20200429",20200511,20200506,14601,413,"699.10"
345,"20200429",20200511,20200506,11101,1912,"3399.99"
314,"20200429",20200511,20200506,17913,2171,"3578.27"
310,"20200429",20200511,20200506,17922,2171,"3578.27"
314,"20200429",20200511,20200506,17726,2171,"3578.27"
350,"20200430",20200512,20200507,29391,1898,"3374.99"
350,"20200430",20200512,20200507,25891,1898,"3374.99"
347,"20200501",20200513,20200508,29448,1912,"3399.99"
314,"20200501",20200513,20200508,28664,2171,"3578.27"
347,"20200501",20200513,20200508,25917,1912,"3399.99"
349,"20200501",20200513,20200508,11107,1898,"3374.99"
344,"20200501",20200513,20200508,11110,1912,"3399.99"
313,"20200501",20200513,20200508,28660,2171,"3578.27"
314,"20200502",20200514,20200509,28667,2171,"3578.27"
314,"20200502",20200514,20200509,28653,2171,"3578.27"
312,"20200502",20200514,20200509,28662,2171,"3578.27"
314,"20200503",20200515,20200510,13782,2171,"3578.27"
348,"20200503",20200515,20200510,11108,1898,"3374.99"
346,"20200503",20200515,20200510,11134,1912,"3399.99"
310,"20200503",20200515,20200510,18210,2171,"3578.27"
313,"20200504",20200516,20200511,28671,2171,"3578.27"
312,"20200504",20200516,20200511,28790,2171,"3578.27"
314,"20200504",20200516,20200511,28794,2171,"3578.27"
311,"20200504",20200516,20200511,28627,2171,"3578.27"
342,"20200504",20200516,20200511,26683,413,"699.10"
346,"20200504",20200516,20200511,11104,1912,"3399.99"
310,"20200505",20200517,20200512,13795,2171,"3578.27"
330,"20200505",20200517,20200512,17987,413,"699.10"
314,"20200505",20200517,20200512,28761,2171,"3578.27"
313,"20200505",20200517,20200512,28645,2171,"3578.27"
310,"20200505",20200517,20200512,18250,2171,"3578.27"
345,"20200505",20200517,20200512,11124,1912,"3399.99"
313,"20200505",20200517,20200512,18238,2171,"3578.27"
310,"20200506",20200518,20200513,12290,2171,"3578.27"
348,"20200506",20200518,20200513,29400,1898,"3374.99"
310,"20200506",20200518,20200513,28792,2171,"3578.27"
314,"20200506",20200518,20200513,18243,2171,"3578.27"
345,"20200506",20200518,20200513,11117,1912,"3399.99"
314,"20200507",20200519,20200514,14702,2171,"3578.27"
342,"20200507",20200519,20200514,20167,413,"699.10"
322,"20200507",20200519,20200514,19364,413,"699.10"
314,"20200507",20200519,20200514,28672,2171,"3578.27"
313,"20200507",20200519,20200514,28772,2171,"3578.27"
310,"20200507",20200519,20200514,28774,2171,"3578.27"
313,"20200507",20200519,20200514,18200,2171,"3578.27"
311,"20200507",20200519,20200514,18220,2171,"3578.27"
313,"20200507",20200519,20200514,18241,2171,"3578.27"
314,"20200508",20200520,20200515,13778,2171,"3578.27"
311,"20200508",20200520,20200515,28675,2171,"3578.27"
313,"20200508",20200520,20200515,28628,2171,"3578.27"
312,"20200508",20200520,20200515,28650,2171,"3578.27"
314,"20200508",20200520,20200515,28654,2171,"3578.27"
314,"20200508",20200520,20200515,28655,2171,"3578.27"
313,"20200508",20200520,20200515,28666,2171,"3578.27"
314,"20200508",20200520,20200515,18205,2171,"3578.27"
312,"20200509",20200521,20200516,13789,2171,"3578.27"
312,"20200509",20200521,20200516,18204,2171,"3578.27"
313,"20200509",20200521,20200516,18217,2171,"3578.27"
311,"20200509",20200521,20200516,13771,2171,"3578.27"
312,"20200510",20200522,20200517,12301,2171,"3578.27"
342,"20200510",20200522,20200517,19357,413,"699.10"
314,"20200510",20200522,20200517,28658,2171,"3578.27"
313,"20200510",20200522,20200517,18272,2171,"3578.27"
349,"20200510",20200522,20200517,11109,1898,"3374.99"
348,"20200510",20200522,20200517,11356,1898,"3374.99"
311,"20200510",20200522,20200517,18209,2171,"3578.27"
312,"20200511",20200523,20200518,28765,2171,"3578.27"
310,"20200511",20200523,20200518,28629,2171,"3578.27"
314,"20200511",20200523,20200518,18196,2171,"3578.27"
310,"20200511",20200523,20200518,18203,2171,"3578.27"
311,"20200511",20200523,20200518,18213,2171,"3578.27"
310,"20200511",20200523,20200518,18218,2171,"3578.27"
314,"20200512",20200524,20200519,14705,2171,"3578.27"
311,"20200512",20200524,20200519,28644,2171,"3578.27"
310,"20200512",20200524,20200519,28651,2171,"3578.27"
330,"20200512",20200524,20200519,14617,413,"699.10"
313,"20200512",20200524,20200519,18246,2171,"3578.27"
313,"20200512",20200524,20200519,18255,2171,"3578.27"
330,"20200512",20200524,20200519,25567,413,"699.10"
314,"20200513",20200525,20200520,12280,2171,"3578.27"
311,"20200513",20200525,20200520,12279,2171,"3578.27"
344,"20200513",20200525,20200520,11344,1912,"3399.99"
344,"20200513",20200525,20200520,29449,1912,"3399.99"
312,"20200513",20200525,20200520,28770,2171,"3578.27"
344,"20200513",20200525,20200520,25916,1912,"3399.99"
344,"20200513",20200525,20200520,25924,1912,"3399.99"
351,"20200513",20200525,20200520,11147,1898,"3374.99"
313,"20200514",20200526,20200521,14720,2171,"3578.27"
350,"20200514",20200526,20200521,28407,1898,"3374.99"
326,"20200514",20200526,20200521,20170,413,"699.10"
313,"20200514",20200526,20200521,28619,2171,"3578.27"
346,"20200514",20200526,20200521,11105,1912,"3399.99"
311,"20200514",20200526,20200521,18275,2171,"3578.27"
350,"20200514",20200526,20200521,11120,1898,"3374.99"
312,"20200514",20200526,20200521,18201,2171,"3578.27"
313,"20200514",20200526,20200521,18208,2171,"3578.27"
310,"20200515",20200527,20200522,28775,2171,"3578.27"
336,"20200515",20200527,20200522,14639,413,"699.10"
349,"20200515",20200527,20200522,11151,1898,"3374.99"
313,"20200515",20200527,20200522,18212,2171,"3578.27"
311,"20200515",20200527,20200522,18222,2171,"3578.27"
334,"20200515",20200527,20200522,25564,413,"699.10"
313,"20200516",20200528,20200523,28763,2171,"3578.27"
310,"20200516",20200528,20200523,28795,2171,"3578.27"
313,"20200516",20200528,20200523,28621,2171,"3578.27"
350,"20200516",20200528,20200523,25942,1898,"3374.99"
313,"20200516",20200528,20200523,18245,2171,"3578.27"
311,"20200516",20200528,20200523,18268,2171,"3578.27"
310,"20200516",20200528,20200523,18207,2171,"3578.27"
314,"20200517",20200529,20200524,13790,2171,"3578.27"
314,"20200517",20200529,20200524,28635,2171,"3578.27"
336,"20200517",20200529,20200524,25566,413,"699.10"
312,"20200517",20200529,20200524,18198,2171,"3578.27"
310,"20200518",20200530,20200525,22233,2171,"3578.27"
310,"20200518",20200530,20200525,22121,2171,"3578.27"
346,"20200518",20200530,20200525,11106,1912,"3399.99"
312,"20200519",20200531,20200526,12296,2171,"3578.27"
342,"20200519",20200531,20200526,17982,413,"699.10"
310,"20200519",20200531,20200526,28797,2171,"3578.27"
312,"20200519",20200531,20200526,28799,2171,"3578.27"
310,"20200519",20200531,20200526,28643,2171,"3578.27"
310,"20200519",20200531,20200526,18249,2171,"3578.27"
313,"20200520",20200601,20200527,14712,2171,"3578.27"
342,"20200520",20200601,20200527,20172,413,"699.10"
310,"20200520",20200601,20200527,18244,2171,"3578.27"
310,"20200520",20200601,20200527,18269,2171,"3578.27"
344,"20200520",20200601,20200527,11111,1912,"3399.99"
346,"20200521",20200602,20200528,28414,1912,"3399.99"
311,"20200521",20200602,20200528,28670,2171,"3578.27"
311,"20200521",20200602,20200528,28676,2171,"3578.27"
311,"20200521",20200602,20200528,22232,2171,"3578.27"
346,"20200521",20200602,20200528,19855,1912,"3399.99"
313,"20200521",20200602,20200528,18254,2171,"3578.27"
310,"20200522",20200603,20200529,18219,2171,"3578.27"
326,"20200522",20200603,20200529,25565,413,"699.10"
313,"20200523",20200604,20200530,22234,2171,"3578.27"
314,"20200523",20200604,20200530,28769,2171,"3578.27"
336,"20200523",20200604,20200530,14636,413,"699.10"
314,"20200523",20200604,20200530,18260,2171,"3578.27"
311,"20200524",20200605,20200531,12300,2171,"3578.27"
350,"20200524",20200605,20200531,29403,1898,"3374.99"
311,"20200524",20200605,20200531,28678,2171,"3578.27"
311,"20200524",20200605,20200531,28618,2171,"3578.27"
311,"20200524",20200605,20200531,28649,2171,"3578.27"
350,"20200524",20200605,20200531,25909,1898,"3374.99"
311,"20200524",20200605,20200531,18240,2171,"3578.27"
313,"20200525",20200606,20200601,28674,2171,"3578.27"
310,"20200525",20200606,20200601,18248,2171,"3578.27"
348,"20200525",20200606,20200601,11112,1898,"3374.99"
313,"20200526",20200607,20200602,22128,2171,"3578.27"
313,"20200526",20200607,20200602,28657,2171,"3578.27"
314,"20200526",20200607,20200602,22182,2171,"3578.27"
314,"20200526",20200607,20200602,22230,2171,"3578.27"
336,"20200526",20200607,20200602,14616,413,"699.10"
314,"20200526",20200607,20200602,18239,2171,"3578.27"
313,"20200527",20200608,20200603,14700,2171,"3578.27"
311,"20200527",20200608,20200603,28625,2171,"3578.27"
342,"20200527",20200608,20200603,26643,413,"699.10"
310,"20200528",20200609,20200604,13774,2171,"3578.27"
345,"20200528",20200609,20200604,29410,1912,"3399.99"
314,"20200528",20200609,20200604,28665,2171,"3578.27"
345,"20200528",20200609,20200604,25910,1912,"3399.99"
332,"20200528",20200609,20200604,14614,413,"699.10"
313,"20200528",20200609,20200604,18273,2171,"3578.27"
344,"20200528",20200609,20200604,11126,1912,"3399.99"
310,"20200529",20200610,20200605,12307,2171,"3578.27"
311,"20200529",20200610,20200605,14697,2171,"3578.27"
312,"20200529",20200610,20200605,28661,2171,"3578.27"
312,"20200529",20200610,20200605,18251,2171,"3578.27"
313,"20200529",20200610,20200605,18214,2171,"3578.27"
313,"20200530",20200611,20200606,12285,2171,"3578.27"
311,"20200530",20200611,20200606,28673,2171,"3578.27"
328,"20200530",20200611,20200606,14634,413,"699.10"
314,"20200530",20200611,20200606,18242,2171,"3578.27"
313,"20200530",20200611,20200606,18252,2171,"3578.27"
312,"20200530",20200611,20200606,18202,2171,"3578.27"
310,"20200531",20200612,20200607,12383,2171,"3578.27"
310,"20200531",20200612,20200607,28829,2171,"3578.27"
314,"20200531",20200612,20200607,29011,2171,"3578.27"
311,"20200531",20200612,20200607,18452,2171,"3578.27"
350,"20200531",20200612,20200607,11365,1898,"3374.99"
311,"20200601",20200613,20200608,13836,2171,"3578.27"
342,"20200601",20200613,20200608,20552,413,"699.10"
311,"20200601",20200613,20200608,29126,2171,"3578.27"
311,"20200601",20200613,20200608,22732,2171,"3578.27"
314,"20200601",20200613,20200608,28988,2171,"3578.27"
312,"20200601",20200613,20200608,18695,2171,"3578.27"
313,"20200601",20200613,20200608,18281,2171,"3578.27"
351,"20200601",20200613,20200608,11444,1898,"3374.99"
312,"20200602",20200614,20200609,12321,2171,"3578.27"
312,"20200602",20200614,20200609,14777,2171,"3578.27"
313,"20200602",20200614,20200609,28827,2171,"3578.27"
313,"20200602",20200614,20200609,28853,2171,"3578.27"
350,"20200602",20200614,20200609,25972,1898,"3374.99"
345,"20200602",20200614,20200609,25975,1912,"3399.99"
311,"20200602",20200614,20200609,18486,2171,"3578.27"
313,"20200602",20200614,20200609,18488,2171,"3578.27"
312,"20200602",20200614,20200609,18694,2171,"3578.27"
312,"20200602",20200614,20200609,18309,2171,"3578.27"
314,"20200603",20200615,20200610,12308,2171,"3578.27"
344,"20200603",20200615,20200610,25973,1912,"3399.99"
312,"20200603",20200615,20200610,28997,2171,"3578.27"
334,"20200603",20200615,20200610,14643,413,"699.10"
314,"20200603",20200615,20200610,18337,2171,"3578.27"
350,"20200604",20200616,20200611,29467,1898,"3374.99"
311,"20200604",20200616,20200611,28804,2171,"3578.27"
310,"20200604",20200616,20200611,28842,2171,"3578.27"
350,"20200604",20200616,20200611,25952,1898,"3374.99"
311,"20200604",20200616,20200611,18338,2171,"3578.27"
314,"20200604",20200616,20200611,18465,2171,"3578.27"
312,"20200605",20200617,20200612,13808,2171,"3578.27"
311,"20200605",20200617,20200612,14138,2171,"3578.27"
314,"20200605",20200617,20200612,28825,2171,"3578.27"
314,"20200605",20200617,20200612,28857,2171,"3578.27"
314,"20200605",20200617,20200612,18335,2171,"3578.27"
310,"20200606",20200618,20200613,14140,2171,"3578.27"
312,"20200606",20200618,20200613,29058,2171,"3578.27"
314,"20200606",20200618,20200613,29139,2171,"3578.27"
